"npo.id","npo.name","email","tel"
"npo1229","台南縣生命線協會","warm1995@yahoo.com.tw","06-6358152"
"npo1545","台南縣私立五甲教養院","wuja.wuja@msa.hinet.net","06-2394067"
"npo1027","台南縣私立天壇老人養護中心","ttef.c2@msa.hinet.net","06-5800111"
"npo2268","台南縣私立康寧教養院","yyii1018@yahoo.com.tw","06-5747821"
"npo1906","台南縣私立慶美社會福利慈善事業基金會","cmorg@ms56.hinet.net","06-6594180"
"npo0834","台南縣私立永靜教養院","p900716@yahoo.com.tw","(06)5794085"
"npo1845","台南縣私立荷園教養院","hvtainan@yahoo.com.tw","06-3020729"
"npo1936","台南縣私立長泰殘障教養院","","(06)5982419"
"npo1615","台南縣關懷流浪動物協會","a5850838@ms61.hinet.net","06-5850838"
"npo0923","台新銀行文化藝術基金會","info@taishinart.org.tw","(02)37076955"
"npo1846","台東基督教阿尼色弗兒童之家","ansf@ms17.hinet.net","(089)223194"
"npo1457","台東縣婦女家庭服務中心","taitungwomen@yahoo.com.tw","089-343170"
"npo1180","台東縣生命線協會","ttl1995@ms53.hinet.net","(089)340959"
"npo2351","台東縣私立全是神的小孩晨光之家","alexia_kao@yahoo.com.tw","089-339170"
"npo0569","台東縣私立台東仁愛之家","elderhome88@yahoo.com.tw","089-227592"
"npo0361","台東縣私立牧心智能發展中心","mindfarm@ms33.hinet.net","(089)237121"
"npo0710","台東縣蘭嶼鄉居家關懷協會","kokai@kokai.org.tw","089-732848"
"npo0130","台灣世界展望會","pr@worldvision.org.tw","02-21751996234"
"npo2520","台灣世界展望會中區辦事處","","(04)3751262"
"npo1051","台灣世界展望會兒少暨婦女保護中心","wvtcac@worldvision.org.tw","04-222063989"
"npo1874","台灣世界展望會北區辦事處","angel_shih@worldvision.org.tw","02-2591-7552220"
"npo0398","台灣世界展望會南區辦事處","sonia_hwang@worldvision.org.tw","07-7223608"
"npo0967","台灣世界展望會台北市家庭服務中心","","02-25418092"
"npo2492","台灣世界展望會彰雲嘉辦事處","wvtaoy@worldvision.org.tw","04-7269585"
"npo0521","台灣世界展望會東區辦事處","","(03)8346362"
"npo0289","台灣世界展望會西區辦事處","yiwen_chen@worldvision.org.tw","03-562-8155124"
"npo0210","台灣五府千歲慈善展望會","twfnpo@yahoo.com.tw","08-7756995"
"npo2490","台灣亞洲基金會","info@afit.org.tw","(02)2506117425"
"npo1990","台灣休閒農業發展協會","wawa@taiwanfarm.org.tw","03-938126913"
"npo1626","台灣你的社會福利慈善協會","s7.true@msa.hinet.net","02-22281201"
"npo0896","台灣促進和平文教基金會","peacetime@peace.org.tw","(02)33933757"
"npo1987","台灣兒童伊比力斯協會","ceat@childepi.org.tw","02-28712121#3156"
"npo1829","台灣兒童暨家庭扶助基金會宜蘭分事務所","ilantcf@e-lan.net.tw","039322591"
"npo0274","台灣兒童暨家庭扶助基金會彰化分事務所","ch@ccf.org.tw","04-7569336"
"npo0469","台灣全國選舉事務發展協會","taoedit@yahoo.com.tw","(02)89919888"
"npo1533","台灣公益團體自律聯盟","twnpos@gmail.com","02-87890203"
"npo2347","台灣公益服務協會","service@mail.e-charity.com.tw","03-5053606"
"npo1181","台灣創意藝術壓花推廣協會","tcpfada@ms48.hinet.net","(02)23094121"
"npo1041","台灣動物不再流浪協會","bb3803838@yahoo.com.tw","02-23455459"
"npo2333","台灣動物協會","inquiries@animalstaiwan.org","02-28338820"
"npo1218","台灣動物輔助活動與治療協會","drdogtw@yahoo.com.tw","02-23924860"
"npo2307","台灣勞動與就業協會","taiwan.labor@msa.hinet.net","(02)29740628"
"npo0894","台灣區農業暨食品電子商務協會","fcctwprj@gmail.com","02-27191289"
"npo1690","台灣南陽義學推廣協會","use460502@yahoo.com.tw","03-9558479"
"npo0718","台灣原住民文教基金會","indianae@ms12.hinet.net","(02)23215290"
"npo2101","台灣原住民族學院促進會","ic.ra@msa.hinet.net","049-2421167"
"npo2176","台灣原住民族政策協會","atipp.tw@gmail.com","02-23564431"
"npo1188","台灣原住民部落振興文教基金會","mqn12212@ms35.hinet.net","(02)23949597"
"npo2056","台灣同志諮詢熱線協會","hotline@hotline.org.tw","02-2392-1969"
"npo2435","台灣和平基金會","info@braintrust.tw","(02)25678808"
"npo0495","台灣和平草根聯盟","taiwangap@gmail.com","02-23644756"
"npo1098","台灣國際交換學生交流協會（籌備會）","dinah@fiec.com.tw","02-2838-6487"
"npo0750","台灣國際家庭互助協會","tifa1105@gmail.com","02-2280-9500"
"npo1824","台灣國際教育資源網學會","iearntaiwan@gmail.com","07-7214882"
"npo2406","台灣國際醫療行動協會","iact@action2world.org","02-25366567"
"npo2544","台灣在地文化交流協會","tnceastaff@gmail.com","02-29454003"
"npo1271","台灣基督教福利會","1954tcservice@gmail.com","02-2394-0297"
"npo0467","台灣基督教門諾會附設私立台中市林森松柏中心","linshen.mennon@msa.hinet.net","04-2375-2606"
"npo1529","台灣基督長老教會宣教基金會","","02-23625282264"
"npo2182","台灣基督長老教會殘障關懷中心","disabled@ms7.hinet.net","(07)3122127"
"npo1808","台灣塔客文創交流協會","retaku2011@gmail.com","0952-831800"
"npo0325","台灣壯遊協會","grandtour.tw@gmail.com","03-6577808"
"npo2277","台灣多元教育發展協會","espeed.eric@msa.hinet.net","04-22410918"
"npo2386","台灣多媒體創意教學協會","samhuang@tmct.org","02-82272742"
"npo1482","台灣大哥大基金會","sunnywei@taiwanmobile.com","02-6638-6888#16949"
"npo0777","台灣太平洋研究學會","matildehong@gmail.com","02-23689968"
"npo0304","台灣女同志拉拉手協會","leshand2004@gmail.com","02-2392-1969"
"npo0693","台灣女性影像學會","wwaves2003@yahoo.com.tw","02-25575227"
"npo0670","台灣婦女團體全國聯合會","natwa0415@gmail.com","02-2733466818"
"npo0042","台灣媒體觀察教育基金會","mediawatch@mediawatch.org.tw","(02)27034035"
"npo1004","台灣安寧照顧協會","amigo0823@gmail.com","02-28081585"
"npo0185","台灣安寧緩和護理學會","hospicens@hospicenurse.org.tw","022356946111"
"npo2568","台灣客家文經發展協會","g-sou@kimo.com.tw","02-25536533"
"npo2100","台灣家庭慈善工作協會","etfa@kimo.com","02-26511227"
"npo0944","台灣家庭暴力暨性犯罪處遇協會","famhea99@gmial.com","04-23373770"
"npo2599","台灣寶希望樹兒童協會","rex@babywish.org.tw","(02)87519277"
"npo1721","台灣導盲犬協會","tgda@guidedog.org.tw","02 -28272107"
"npo0310","台灣展翅協會","ecpattw@ecpat.org.tw","(02)25621233"
"npo0180","台灣左鄰右舍關懷與照護協會","taiwangoodneighbors@gmail.com","034818300"
"npo2433","台灣巴掌仙子關懷協會","eting404@yahoo.com.tw","02-23619598"
"npo2259","台灣幸福生活發展促進協會","kodaphne@yahoo.com.tw","07-566848836"
"npo2229","台灣幼兒早期教育協會","eceatw@gmail.com","02-2377-0309"
"npo0089","台灣彩虹原住民關懷協會","simonhtt.tw@yahoo.com.tw","02-23362055"
"npo1034","台灣彩虹愛家生命教育協會","ppp2136@nt.rkf.com.tw","02-2908-0280107"
"npo2239","台灣心會","twhgogogo@gmail.com","0227780566"
"npo0276","台灣心理衛生社會工作學會","psysw@ms93.url.com.tw","02-27632967"
"npo2136","台灣心靈志工協會","taiwan.lighters@gmail.com","0911114154"
"npo1658","台灣志願服務國際交流協會","iave.taiwan@msa.hinet.net","07-3438100"
"npo2600","台灣應用行為分析協會","tabatw@gmail.com","(04)22153770"
"npo0760","台灣攝影文化交流協會","tpcea2013@gamil.com","02-2367-0760"
"npo0917","台灣政策研究院文教基金會","tpi.foundation@gmail.com","(02)29387402"
"npo0224","台灣教授協會","taup@seed.net.tw","02-23628797"
"npo1989","台灣新世紀人才培訓協會","tstd.tw@gmail.com","02-25016550"
"npo2590","台灣林登山社會福利基金會","service@www.eformosa.org.tw","02-25095302"
"npo0480","台灣棒球名人堂協會","twbaseballhof@gmail.com","0287728633"
"npo1149","台灣樂業協會","service@careergo.org.tw","02-66372515"
"npo1214","台灣正念學學會","taiwanmindfulness@gmail.com","07-6754459"
"npo2384","台灣歸零愛心服務協會","service@trsa.org.tw","02-25704947"
"npo1625","台灣永續生態工法發展協會","aseed@aseed.org.tw","0226762082"
"npo1244","台灣永續發展文教基金會","pro5938@yahoo.com.tw","(07)3366398"
"npo1704","台灣沙遊協會","tsa@mail2000.com.tw","02-23676565630"
"npo0914","台灣法治促進會","liu2964@yahoo.com.tw","02-23677235"
"npo0888","台灣海外援助發展聯盟","secretariat@taiwanaid.org","02-27190408235"
"npo1458","台灣海洋性貧血協會","thala@ha.mc.ntu.edu.tw","02-23891250"
"npo0355","台灣環保資源回收協會","bonjour007@ms71.url.com.tw","07-2812432"
"npo1134","台灣環境行動網協會","kathytaiwan@gmail.com","02-2930-4975"
"npo1202","台灣生命教育學會","official@tlea.org.tw","02-83692254206"
"npo0003","台灣生命樹協會","srintrink@uni967.com","03-54399779"
"npo2142","台灣生命社服協會","office10121012@yahoo.com.tw","02-83691934"
"npo1971","台灣生命禮儀慈善關懷協會","service@fccat.org.tw","(02)22645579"
"npo2594","台灣生命自救協會","zijiu_tw@yahoo.com.tw、gail@zijiu.org","0988616419"
"npo2630","台灣生死輔導學會","taldgmail@yahoo.com.tw","(05)2720646"
"npo0460","台灣省天主教會新竹教區附設桃園縣私立愛家發展中心","aijia2090@yahoo.com.tw","03-4388284"
"npo0074","台灣省寧園安養院","st.joseph@msa.hinet.net","(03)5979066104"
"npo2208","台灣省屏東縣南州鄉精明寶宮附設私立精忠育幼院","jingjong7448@yahoo.com.tw","08-8642118"
"npo2062","台灣省玉德慈善會","udp@udp.org.tw","049-2563309"
"npo2356","台灣省私立健順養護中心","d6622499@ms26.hinet.net","02-26622499"
"npo0769","台灣省私立台中仁愛之家附設牡丹園養護所","jsh9998@yahoo.com.tw","04-23724628"
"npo2179","台灣省私立台南仁愛之家","lily2740263@yahoo.com.tw","06-2511850120"
"npo1330","台灣省私立嘉義濟美仁愛之家","jimei.org@msa.hinet.net","(05)2766130"
"npo2247","台灣省私立孝愛仁愛之家","hsiaoai.aged@msa.hinet.net","08-7882351"
"npo2537","台灣省私立桃園仁愛之家","tych.service@gmail.com","(03)4643385"
"npo2373","台灣省私立香園紀念教養院","g0953561@yahoo.com.tw","03-5690951"
"npo2488","台灣省私立香園紀念教養院台北分事務所","","02-23924186"
"npo1629","台灣省立南投醫院社會服務室","","(049)231150"
"npo2246","台灣真愛家庭協會","family.keepers@msa.hinet.net","02-27027690"
"npo1996","台灣社區健康促進與管理學會","tc.healthu@msa.hinet.net","02-28282388"
"npo1814","台灣社區大學教師協會","jenkueiw@yahoo.com.tw","04-25562422"
"npo1930","台灣社區安全推廣促進協會","taian777@yahoo.com.tw","0422700395"
"npo2215","台灣社區重建協會","act.0921@gmail.com","049-2228567"
"npo0448","台灣社會工作實務發展協會","tswpd.tswpd@msa.hinet.net","049-2900835"
"npo0463","台灣社會工作專業服務品質策進協會","twswquality@yahoo.com.tw","04-2359012136515"
"npo2241","台灣社會心理復健協會","tapsr9973@gmail.com","02-2391-3995"
"npo0572","台灣社造聯盟","sparkle.e888@msa.hinet.net","02-27356892"
"npo2387","台灣笑笑功協會","jessicaca.sun@gmail.com","0933054136"
"npo1378","台灣素食營養學會","nancy@twvns.org","02-662897793224"
"npo0962","台灣老人身心健康促進協會","taiwanold520@yahoo.com.tw","0800-580-699"
"npo1353","台灣聖公會牧愛堂社工部","jaipei61@gmail.com","(02)28816317"
"npo0384","台灣聖教會","thcheadq@tcts.seed.net.tw","04-22295600"
"npo0731","台灣肩膝關節病友協會","taska934131@gmail.com","02-2659-3677"
"npo0214","台灣舞蹈治療研究協會","tdta.tdta@gmail.com","0935883232"
"npo0755","台灣藍鵲文教發展協會","ground.ide@gmail.com","02-27082881"
"npo1443","台灣藝術治療學會","tata@arttherapy.org.tw","02-23683203"
"npo0362","台灣蝴蝶保育學會","butterfly@butterfly.org.tw","02-2553-2322"
"npo2189","台灣蠻野心足生態協會","","02-23825789"
"npo2410","台灣血友病浮木濟世會","haprit_a53@yahoo.com.tw","02-25795711"
"npo2460","台灣被壓迫者劇場推展中心","totw2009@gmail.com","02-22161220"
"npo2448","台灣觸愛協會","acgc.ch@gmail.com","06-2377310"
"npo1519","台灣豐盛生命國際發展協會","talida.tpe@msa.hinet.net","02-225179081"
"npo1438","台灣財務金融研究協會","service@tfra.org","02-2358212228"
"npo1639","台灣貧困者扶助協會","info@savepoor.org","02-8251-0170"
"npo0623","台灣走出埃及輔導協會","rainbow-c7@umail.hinet.net","02-2700–1956"
"npo0640","台灣路竹醫療和平會","taiwanroot@taiwan.com","02-29121001"
"npo1104","台灣身心障礙者福祉協會","td.wa@msa.hinet.net","06-2050917"
"npo1393","台灣輔導與諮商學會(原：中國輔導學會)","cga.mail@msa.hinet.net","(02)2365-349"
"npo1152","台灣適性發展促進會","tdaporg@yahoo.com.tw","0223719102"
"npo1210","台灣金融財富重建協會","Vincent.chang@seed.net.tw","02-25635377"
"npo0883","台灣鋼琴協會","PianoPodiumTaiwan@gmail.com","04-22337800"
"npo2224","台灣長期照護專業協會","ltc88888@ms2.hinet.net","02-25525347"
"npo1267","台灣長期照顧發展協會全國聯合會","longterm95@gmail.com","04-22473366"
"npo1132","台灣關懷地中海型貧血協會","ttag@ms75.hinet.net","04-25288232"
"npo2055","台灣防暴聯盟","tcav.tw@msa.hinet.net","(02)2341-3434"
"npo1960","台灣陽光婦女協會","sunshin.ginging@msa.hinet.net","04-24731639"
"npo0321","台灣障礙者就業服務協會","job.org.tw@gmail.com","02-86932538"
"npo1544","台灣青少年與家庭輔導協會","ajfgtw@gmail.com","07-7331420"
"npo2222","台灣青年國際交流協會","service@tyia.org","(02)87864587"
"npo1618","台灣青年數位服務協會","",""
"npo1525","台灣青年知識網路學會","jinglu@mail.ykn.org.tw","07-2714783"
"npo2157","台灣非營利組織領導力發展協會","npoleadership.tw@gmail.com","87323342"
"npo0204","台灣風信子精神障礙者權益促進協會","pengty1@yahoo.com.tw","03-5896837"
"npo0470","台灣髓緣之友協會","marrows@ms34.hinet.net","02-2564-3927"
"npo1063","台灣鬱金香動作障礙關懷協會","ttmda2007@yahoo.com.tw","038-576526"
"npo0443","台灣黑熊保育協會","taiwanblackbear99@gmail.com","0229320363"
"npo2504","台達電子文教基金會","fund@delta-foundation.org.tw","(02)879720885045"
"npo1771","吉兒家文教事業基金會","","(04)26315169"
"npo1357","向陽公益基金會","tosun@tosun.org.tw","2388-0199"
"npo2192","向陽公益基金會新竹市向陽學園","shinchu.tosun1@msa.hinet.net","03-5240633"
"npo1961","吳三連獎基金會","wslf@ms1.hinet.net","(02)25140640"
"npo0173","周餘龍教授教育基金會","k121500@ms77.hinet.net","(02)23933134"
"npo1963","味全文化教育基金會","we122179@ms13.hinet.net","(02)25063564"
"npo0096","喜憨兒社會福利基金會-台北行政中心","careust@ms34.hinet.net","(02)23257383"
"npo0684","喜瑪拉雅微型創業育成中心","york@himalaya.org.tw","2393-1256"
"npo2632","喜瑪拉雅研究發展基金會","himalaya@himalaya.org.tw","(02)25448282"
"npo2502","嘉南藥理科技大學社會工作系","tchieh77@yahoo.com.tw","06-2664911420"
"npo1164","嘉義基督教醫院嘉義市居家服務中心","cych03010@gmail.com","05-2348836"
"npo2547","嘉義市家庭教育中心","family@mail.cy.edu.tw","05-2754334"
"npo1445","嘉義市希望種子兒童暨青少年成長協會","nanny_system@kimo.com","05-2357692"
"npo0738","嘉義市智障福利協進會","qbrjcsw707@yahoo.com.tw","05-2779139"
"npo2593","嘉義市癌症關懷協會","ca@cych.org.tw","05-2789722"
"npo1044","嘉義市私立瑞泰老人長期照護中心","ray.tai1@msa.hinet.net","05-2358743"
"npo1403","嘉義市腦性痲痺協會","peiyuan.tsai@msa.hinet.net","(05)2337767"
"npo0006","嘉義市腦性麻痺協會","cycp485@giga.net.tw","05-2855669"
"npo0958","嘉義縣志願服務協會","ccasa.ccasa@msa.hinet.net","05-2067750"
"npo1374","嘉義縣新知婦女協進會","women_awaken@yahoo.com.tw","05-2761657"
"npo2044","嘉義縣昇平關懷弱智人協進會","sp_2543372@yahoo.com.tw","05-2543372"
"npo1633","嘉義縣智障者家長協會","A7844712@ms72.hinet.net","(05)2062165"
"npo2526","嘉義縣板陶窯文化發展協會","q7810368@gmail.com","05-7810832"
"npo1160","嘉義縣私立一心教養院","ye.chin@msa.hinet.net","05-3750877"
"npo0988","嘉義縣私立仲埔教養院","anljo741@yahoo.com.tw","05-2203799"
"npo2015","嘉義縣私立大林教養院","dalin.al1234@msa.hinet.net","05-2951415"
"npo0093","嘉義縣脊髓損傷者協會","cycsci@yahoo.com.tw","05-2593271"
"npo0230","嘉義縣若竹文教基金會","j2790038@ms38.hinet.net","(05)2338063"
"npo1089","國光慈善事業基金會附設臺北市私立三軍幼兒園","san.jiun@msa.hinet.net","(02)2785841028"
"npo1600","國家文化藝術基金會","ncaf@ncafroc.org.tw","02 2754-1122"
"npo0212","國泰世華銀行文化慈善基金會","fund@cathaybk.com.tw","02-87226765"
"npo0376","國泰人壽慈善基金會","1500100@cathlife.com.tw","02-275591323310"
"npo1232","國科會科學志工","nsc_volunteer@nchc.org.tw","03-5776085"
"npo2561","國立中正紀念堂管理處","cw003@ms.cksmh.gov.tw","02234311001117"
"npo0763","國立台灣師範大學英語系教育基金會","","(02)27135679"
"npo0373","國立屏東教育大學諮商中心-社區諮商組","community.npue@gmail.com","(08)722614131361"
"npo2053","國立政治大學第三部門研究中心","333@nccu.edu.tw","02-2939-309151001"
"npo0826","國立桃園啟智學校","lin8285@mail.tsad.tyc.edu.tw","03-3647099"
"npo2330","國立臺灣大學中國信託慈善基金會兒少暨家庭研究中心","ntucfrc@gmail.com","02-33661255"
"npo1427","國立臺灣大學社會工作學系","chihting@ntu.edu.tw","02-33661241"
"npo0677","國立雲林特殊教育學校","hjf02190219@yahoo.com.tw","05-5969241505"
"npo1385","國語日報社基金會","","(02)23921133"
"npo2050","國軍松山醫院(原空軍總醫院)","ad200275@ms20.tisnet.net.tw","02-27642151"
"npo1473","國軍退除役官兵輔導委員會各縣市榮民服務處","vac034277@mail.vac.gov.tw","02-27570585"
"npo1863","國際佛光會中華總會","bliaweb@fgs.org.tw","02-27620112546"
"npo2096","國際創新創業發展協會","mikashen@globaltic.org","(02)77308836"
"npo1697","國際單親兒童文教基金會","spef@ms24.hinet.net","02-23331333 20"
"npo0842","國際志工協會國際資源中心","info@iave.org","02-3322-3167"
"npo0425","國際民間藝術組織台灣分會","iovtwn@ms47.hinet.net","02-25000080"
"npo1572","國際特赦組織台灣分會","info@amnesty.tw","02-27094162"
"npo1318","國際珍古德教育及保育協會中華民國總會","jgi_taiwan@seed.net.tw","02-23583058"
"npo2507","國際社會福利協會中華民國總會","icsw_taiwan@yahoo.com","02-27812977"
"npo0300","國際經濟商管學生會台灣總會","taiwan@aiesec.net","02-23820063"
"npo0720","國際舞台美術家劇場建築師暨劇場技術師組織","secretariat@oistat.org","02-77260088"
"npo2408","國際醫學科學研究基金會","fewm@trace.com.tw","(02)28732125"
"npo2578","圓覺宗智敏慧華金剛上師教育基金會","hwatsang@gmail.com","(02)27532621"
"npo0196","埔里鎮第一社區家庭支援中心(中華兒童暨家庭扶助基金會承辦)","","(049)422313"
"npo1656","基督教乘風兒少關懷協會","cheng-feng@umail.hinet.net","02-26521002"
"npo0741","基督教台安社會福利慈善事業基金會","tan6972@yahoo.com.tw","04-23606972"
"npo0592","基督教更生團契兒童學苑","","03-3254720"
"npo0851","基督教水湳聖教會","joyful.wen@msa.hinet.net","04-22921232"
"npo2248","基督教苗栗甘泉文教協會","sccea@sccea.twmail.org","037-266545"
"npo2426","基督教蘭恩文教基金會","lanan147@ms23.hinet.net","(089)732073203"
"npo1365","基督教論壇基金會","dragon.peng@ct.org.tw","02-23961010710"
"npo1660","基督教都市人工作群社會福利事業金會","citypeople.fpc@gmail.com","02-28057507"
"npo0143","基督教青年會社會福利慈善事業基金會","","(06)2207302"
"npo2556","基隆基督教青年會","ymca.keelung@yahoo.com.tw","0224238844"
"npo2010","基隆市七礙聯盟協會","gy@hotmail.com","0224557222"
"npo0134","基隆市政府學生輔導諮商中心","rousseautsai@gmail.com","24301505507"
"npo0104","基隆市智障者家長協會","c4249459@ms25.hinet.net","(02)24260039"
"npo2470","基隆市生命線協會","klla1995@yahoo.com.tw","(02)24301595"
"npo1887","基隆市私立博愛仁愛之家","kuei0622@yahoo.com.tw","02-24588269"
"npo0132","基隆市私立基督教信心社會福利慈善事業基金會","suchin0410@yahoo.com.tw","02-34010560"
"npo1067","基隆市肢體新生協會","new.life@msa.hinet.net","02-24656335"
"npo2362","基隆市腎友協會","Sn6165@ms24.hinet.net","02-2432-5578"
"npo0240","基隆市自閉症家長協會","k.l_autism@xuite.net","02-24229680"
"npo0989","基隆市身心障礙福利服務中心","dep132@mail.eden.org.tw","02-24662355"
"npo1696","基隆長庚醫院社服組","corrina@adm.cgmh.com.tw","(02)24313131"
"npo0097","壢新醫院社會工作科","6510@ush.com.tw","(03)49412342931"
"npo2085","多加幸福婚姻促進協會","rebecca@dorcas.org.tw","02-2247-9311"
"npo2365","大光兒少之家","suchin0410@yahoo.com.tw","02-34010560"
"npo1206","大同育幼院","dt@ccf.org.tw","(02)22472455"
"npo2551","大武山文教基金會","","08-7888432"
"npo2423","天主教中華聖母社會福利慈善事業基金會","stmswf@stm.org.tw","05-27800403200"
"npo0163","天主教光仁文教基金會","kjcef@tpts6.seed.ned.tw","(02)23812880"
"npo0620","天主教光仁社會福利基金會","service.kjswf@msa.hinet.net","02-27363988"
"npo2281","天主教台南縣私立德蘭啟智中心","stheresa@ms31.hinet.net","06-5742219"
"npo0723","天主教善牧社會福利基金會","hrassistant@goodshepherd.org.tw","02-23815402"
"npo0297","天主教失智老人社會福利基金會","s8910009@ms61.hinet.net","02-2332-0992112"
"npo2392","天主教惠民啟智中心","huimin.love@msa.hinet.net","06-9261790"
"npo0689","天主教新事社會福務中心","new.job@msa.hinet.net","02-23971933"
"npo2506","天主教曉明社會福利基金會","cscmmoth@ms19.hinet.net","(04)22974225"
"npo0913","天主教會南投縣私立玫瑰啟能訓練中心","rose_632411@hotmail.com","049-2632411"
"npo2557","天主教會台中教區附設彰化縣私立聖家啟智中心","santa.casa@msa.hinet.net","04-8374936"
"npo0911","天主教會台中教區附設彰化縣私立聖母聖心啟智中心","heart.l772085@msa.hinet.net","04-7712743"
"npo2319","天主教會台中教區附設立達啟能訓練中心","saintcoletta135@gmail.com","04-22028888"
"npo0644","天主教福利會光鹽愛盲服務中心","","(02)23711867"
"npo1838","天主教福利會未婚母親之家","","(02)23110223"
"npo1759","天主教福利會附設台北市私立青友中心","cf.yf@msa.hinnet.net","23652230"
"npo1860","天主教福安老人療養所","funany@ms64.hinet.net","05-5974-374"
"npo1284","天主教耕莘醫院","tienhop4@ms37.hinet.net","(02)2219339166153"
"npo1638","天主教聖母無原罪方濟傳教修女會","wellspringfund@yahoo.com.tw","07-5826457"
"npo1182","天主教聖母聖心修女會","cscm111@yahoo.com.tw","(04)22974225111"
"npo1375","天主教聖母聖心會","forjoseph@hotmail.com","(02)23142424"
"npo1774","天主教靈醫修女會附設宜蘭縣私立瑪利亞長期照護中心","mariadbb@ms33.hinet.net","03-9512060"
"npo0055","天主教靈醫會私立聖嘉民啟智中心","st.center@msa.hinet.net","03-9899556"
"npo1450","太平洋崇光文教基金會","sogonewlife@gmail.com","02277655558217"
"npo1718","太平洋崇光社會福利基金會","sogonewlife@gmail.com","02-2776-55558220"
"npo0541","婦女新知基金會","service@awakening.org.tw","(02)25028715"
"npo0698","婦女權益促進發展基金會","female@wrp.org.tw","02-2321-2100"
"npo1495","孵夢兒親創意發展協會","champion@pie.com.tw","02-29292259"
"npo0526","學術交流基金會","epaper@ustudy.org.tw","02-2388 7600"
"npo2491","安麗希望工場慈善基金會","info@amwayhopemaker.org.tw","02-2547-8536"
"npo0832","宜蘭家庭扶助中心","ilanccf@ms22.hinet.net","03-9322591"
"npo2249","宜蘭縣冬山鄉珍珠社區發展協會","jenju@ms39.hinet.net","03-9591957"
"npo1252","宜蘭縣博物館家族協會","ilanmuses@yahoo.com.tw","03-9542726"
"npo1664","宜蘭縣國立臺灣大學文教基金會","","(03)9544195"
"npo1934","宜蘭縣失智症照顧服務協會","dementia.ilan@gmail.com","039330581"
"npo0412","宜蘭縣戶外休閒活動發展協會","ilan.children@gmail.com","03-9381500"
"npo1349","宜蘭縣海洋保護協會","g542068@e-lan.net.tw","03-9572978"
"npo2531","宜蘭縣生命線協會","lifeline@anet.net.tw","03-9329559"
"npo0174","宜蘭縣私立聖方濟安老院","","(039)771132"
"npo1820","宜蘭縣私立親水園養護之家","g440109@yahoo.com.tw","03-9500180"
"npo0865","宜蘭縣美容協會","angle620221@yahoo.com.tw","03-9509667"
"npo0226","宜蘭縣自閉症者福利協進會","star.kiddy@msa.hinet.net","(03)9356672"
"npo2563","宜蘭縣蘭陽救援協會","lanyun119@gmail.com","039-532119"
"npo0545","宜蘭縣車禍受難者關懷協會","care119@ms38.hinet.net","03-9358484"
"npo2289","宜蘭縣領袖發展協會","ildaforilan@gmail.com","039-548091"
"npo1018","家園護理之家","kamo1029@hotmail.com","04-22817088"
"npo2498","家扶基金會【1957福利諮詢專線】","1957@ccf.org.tw","1957"
"npo1921","富邦慈善基金會","charity@fubon.com","02-27548388743"
"npo0083","富邦文教基金會","education@fubon.com.tw","02-27048856762"
"npo2152","富邦藝術基金會","art@fubonart.org.tw","(02)27546655"
"npo0818","富麗文教基金會","welfrare@hotmail.com","(04)23140355"
"npo0925","實踐大學家庭研究與兒童發展學系","family@mail.usc.edu.tw","(02)253811116021"
"npo0203","寶光崇正社會福利慈善事業基金會","","(04)2782091"
"npo0208","專業者都市改革組織","ours@ours.org.tw","02-23656515"
"npo0707","導航基金會","navigate.tw@gmail.com","(02)2592-715"
"npo1667","小米穗原住民文化基金會","millet.fund@msa.hinet.net","02-23615580"
"npo1189","少年之家","BANQ5558@PCHOME.COM.TW","03-5222238"
"npo2535","屏東基督教伯大尼之家","bethany.pt@msa.hinet.net","08-7367264"
"npo1623","屏東基督教勝利之家","goldenwon@pchome.com.tw","(08)7366294"
"npo1743","屏東基督教醫院","r1240@ptch.org.tw","08-736868633"
"npo1032","屏東家庭扶助中心","ccf36@ms21.hinet.net","08-7335702"
"npo0151","屏東縣三地門鄉青葉社區發展協會","auba7965667@gmail.com","28-7965667"
"npo0981","屏東縣原住民文教協會","sened@vuvu.org.tw","08-7991234"
"npo1207","屏東縣啟智協進會","pa.mr@msa.hinet.net","08-7383015"
"npo0346","屏東縣基督教青年會","ymca000@hotmail.com","08-7341541"
"npo2320","屏東縣大愛護理之家","love10459053@gmail.com","087763919"
"npo1972","屏東縣家庭諮商中心","pt.coun@msa.hinet.net","7352097"
"npo0255","屏東縣潮州鎮青年服務協會","a26169@yahoo.com.tw","08-7883344"
"npo0025","屏東縣獅子鄉雙流社區發展協會","doc.doc@msa.hinet.net","08-8701401"
"npo1669","屏東縣私立基督教伯大尼之家","lee1114ys@yahoo.com.tw","08-7367264"
"npo0262","屏東縣私立大仁之家","c7705568@yahoo.com.tw","08-7705568"
"npo1554","屏東縣私立青山育幼院","green42209789@yahoo.com.tw","08-7965852"
"npo2501","屏東縣私立順仁老人養護中心","sule0802@yahoo.com.tw","08-7775656"
"npo1680","屏東縣身心障礙者生涯轉銜暨成人個案管理中心","rccpingtung@gmail.com","08-7388666"
"npo0976","屏東縣關懷動物權益協會","","08-7360736"
"npo1899","崇德文教基金會","yuh14@yahoo.com.tw","0910740139"
"npo0265","崇義文化教育基金會","","(07)5554629"
"npo1531","崇賢文教基金會","","(035286269"
"npo0598","崔媽媽基金會","tmm2.org@msa.hinet.net","(02)23658140"
